App name,No.,Time,Source,Destination,Protocol,Length,Info
Google Fi,1,0,172.30.1.1,172.30.1.250,DNS,124,Standard query 0x4d54 A connectivitycheck.gstatic.com
Facebook,2,0.006051,172.30.1.1,172.30.1.250,DNS,116,Standard query 0xd299 A edge-mqtt.facebook.com
Facebook,3,0.006846,172.30.1.1,172.30.1.250,TCP,108,53892  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=557253987 TSecr=0 WS=512
Google Fi,4,0.031572,172.30.1.250,172.30.1.1,DNS,140,Standard query response 0x4d54 A connectivitycheck.gstatic.com A 142.250.64.99
Facebook,5,0.031846,172.30.1.250,172.30.1.1,DNS,156,Standard query response 0xd299 A edge-mqtt.facebook.com CNAME mqtt.c10r.facebook.com A 157.240.241.20
Facebook,6,0.041634,172.30.1.250,172.30.1.1,TCP,96,"443  >  53892 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Facebook,7,0.041715,172.30.1.1,172.30.1.250,TCP,88,53892  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Facebook,8,0.081508,172.30.1.1,172.30.1.250,TLSv1.3,584,Client Hello
Facebook,9,0.081661,172.30.1.250,172.30.1.1,TCP,88,443  >  53892 [ACK] Seq=1 Ack=498 Win=2096640 Len=0
Facebook,10,0.1167,172.30.1.250,172.30.1.1,TLSv1.3,292,"Server Hello, Change Cipher Spec, Application Data"
Facebook,11,0.116831,172.30.1.1,172.30.1.250,TCP,88,53892  >  443 [ACK] Seq=498 Ack=204 Win=67072 Len=0
Facebook,12,0.145653,172.30.1.1,172.30.1.250,TLSv1.3,152,"Change Cipher Spec, Application Data"
Facebook,13,0.145732,172.30.1.250,172.30.1.1,TCP,88,443  >  53892 [ACK] Seq=204 Ack=562 Win=2096640 Len=0
Facebook,14,0.146439,172.30.1.1,172.30.1.250,TLSv1.3,356,Application Data
Facebook,15,0.146498,172.30.1.250,172.30.1.1,TCP,88,443  >  53892 [ACK] Seq=204 Ack=829 Win=2096640 Len=0
Facebook,16,0.171709,172.30.1.250,172.30.1.1,TLSv1.3,264,Application Data
Facebook,17,0.171809,172.30.1.1,172.30.1.250,TCP,88,53892  >  443 [ACK] Seq=829 Ack=381 Win=68096 Len=0
Facebook,18,0.199925,172.30.1.250,172.30.1.1,TLSv1.3,112,Application Data
Facebook,19,0.200046,172.30.1.1,172.30.1.250,TCP,88,53892  >  443 [ACK] Seq=829 Ack=407 Win=68096 Len=0
Facebook,20,0.210374,172.30.1.250,172.30.1.1,TLSv1.3,128,Application Data
Facebook,21,0.210486,172.30.1.1,172.30.1.250,TCP,88,53892  >  443 [ACK] Seq=829 Ack=448 Win=68096 Len=0
Facebook,22,0.214213,172.30.1.1,172.30.1.250,TLSv1.3,480,Application Data
Facebook,23,0.214347,172.30.1.250,172.30.1.1,TCP,88,443  >  53892 [ACK] Seq=448 Ack=1221 Win=2096640 Len=0
Facebook,24,0.214851,172.30.1.1,172.30.1.250,TLSv1.3,132,Application Data
Facebook,25,0.214876,172.30.1.250,172.30.1.1,TCP,88,443  >  53892 [ACK] Seq=448 Ack=1264 Win=2096640 Len=0
Facebook,26,0.228613,172.30.1.1,172.30.1.250,DNS,112,Standard query 0x9e57 A graph.facebook.com
Facebook,27,0.232068,172.30.1.1,172.30.1.250,QUIC,1308,"Initial, DCID=448520339d33ebf0, PKN: 13827524, CRYPTO, PADDING"
Facebook,28,0.232791,172.30.1.1,172.30.1.250,QUIC,144,"0-RTT, DCID=448520339d33ebf0"
Facebook,29,0.250683,172.30.1.250,172.30.1.1,DNS,152,Standard query response 0x9e57 A graph.facebook.com CNAME star.c10r.facebook.com A 157.240.241.17
Facebook,30,0.25567,172.30.1.250,172.30.1.1,TLSv1.3,140,"Application Data, Application Data"
Facebook,31,0.255823,172.30.1.1,172.30.1.250,TCP,88,53892  >  443 [ACK] Seq=1264 Ack=500 Win=68096 Len=0
Facebook,32,0.268429,172.30.1.250,172.30.1.1,QUIC,1308,"Initial, SCID=68a3454695591784, PKN: 9906362, CRYPTO, ACK, PADDING"
Facebook,33,0.268589,172.30.1.250,172.30.1.1,QUIC,268,"Handshake, SCID=68a3454695591784"
Facebook,34,0.268654,172.30.1.250,172.30.1.1,QUIC,156,Protected Payload (KP0)
Facebook,35,0.275896,172.30.1.1,172.30.1.250,QUIC,160,"Handshake, DCID=68a3454695591784"
Facebook,36,0.27605,172.30.1.1,172.30.1.250,QUIC,1308,"Protected Payload (KP0), DCID=68a3454695591784"
Facebook,37,0.27671,172.30.1.1,172.30.1.250,QUIC,380,"Protected Payload (KP0), DCID=68a3454695591784"
Facebook,38,0.301217,172.30.1.250,172.30.1.1,QUIC,116,"Handshake, SCID=68a3454695591784"
Facebook,39,0.301542,172.30.1.250,172.30.1.1,QUIC,188,Protected Payload (KP0)
Facebook,40,0.301602,172.30.1.250,172.30.1.1,QUIC,348,Protected Payload (KP0)
Facebook,41,0.30247,172.30.1.1,172.30.1.250,QUIC,124,"Protected Payload (KP0), DCID=68a3454695591784"
Facebook,42,0.320761,172.30.1.250,172.30.1.1,QUIC,124,Protected Payload (KP0)
Facebook,43,0.512214,172.30.1.250,172.30.1.1,QUIC,924,Protected Payload (KP0)
Facebook,44,0.540589,172.30.1.1,172.30.1.250,QUIC,124,"Protected Payload (KP0), DCID=68a3454695591784"
Facebook,45,0.541581,172.30.1.1,172.30.1.250,QUIC,124,"Protected Payload (KP0), DCID=68a3454695591784"
Facebook,46,0.591694,172.30.1.250,172.30.1.1,QUIC,124,Protected Payload (KP0)
Teams,47,1.250272,172.30.1.1,172.30.1.250,DNS,140,Standard query 0xec12 A trouter2-usce-0-b.trouter.teams.microsoft.com
Teams,48,1.252678,172.30.1.1,172.30.1.250,TCP,108,34363  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=108613196 TSecr=0 WS=512
Teams,49,1.25432,172.30.1.1,172.30.1.250,DNS,140,Standard query 0xcad2 AAAA trouter2-usce-0-b.trouter.teams.microsoft.com
Teams,50,1.36812,172.30.1.250,172.30.1.1,DNS,200,Standard query response 0xec12 A trouter2-usce-0-b.trouter.teams.microsoft.com CNAME trouter2-usce-0-b.cloudapp.net A 52.115.92.13
Teams,51,1.369221,172.30.1.250,172.30.1.1,DNS,212,Standard query response 0xcad2 AAAA trouter2-usce-0-b.trouter.teams.microsoft.com CNAME trouter2-usce-0-b.cloudapp.net AAAA 2603:1030:7:6::ad
Teams,52,1.399362,172.30.1.250,172.30.1.1,TCP,96,"443  >  34363 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Teams,53,1.399706,172.30.1.1,172.30.1.250,TCP,88,34363  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Teams,54,1.40432,172.30.1.1,172.30.1.250,TLSv1.2,396,Client Hello
Teams,55,1.404704,172.30.1.250,172.30.1.1,TCP,88,443  >  34363 [ACK] Seq=1 Ack=310 Win=2096640 Len=0
Teams,56,1.486906,172.30.1.250,172.30.1.1,TLSv1.2,4288,"Server Hello, Certificate, Server Key Exchange, Server Hello Done"
