App name,No.,Time,Source,Destination,Protocol,Length,Info
Google Fi,584,5.299257,172.30.1.250,172.30.1.1,TCP,96,"443  >  45902 [SYN, ACK] Seq=0 Ack=1 Win=2048 Len=0 MSS=9960 WS=256"
Google Fi,585,5.29948,172.30.1.1,172.30.1.250,TCP,88,45902  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Google,586,5.301718,172.30.1.1,172.30.1.250,TLSv1.2,132,Application Data
Google,587,5.301788,172.30.1.250,172.30.1.1,TCP,88,443  >  52712 [ACK] Seq=6976 Ack=11112 Win=524032 Len=0
Google Fi,588,5.303605,172.30.1.1,172.30.1.250,TLSv1.3,604,Client Hello
Google,589,5.303717,172.30.1.1,172.30.1.250,TLSv1.2,120,Encrypted Alert
Google,590,5.303722,172.30.1.1,172.30.1.250,TCP,88,"52712  >  443 [FIN, ACK] Seq=11143 Ack=6976 Win=103936 Len=0"
Google,591,5.303767,172.30.1.250,172.30.1.1,TCP,88,443  >  52712 [ACK] Seq=6976 Ack=11113 Win=524032 Len=0
Google,592,5.303849,172.30.1.250,172.30.1.1,TCP,88,"443  >  52712 [RST, ACK] Seq=6976 Ack=11113 Win=65280 Len=0"
Google Fi,593,5.303929,172.30.1.250,172.30.1.1,TCP,88,443  >  45902 [ACK] Seq=1 Ack=518 Win=523520 Len=0
Google Fi,594,5.320228,172.30.1.250,172.30.1.1,TLSv1.3,4760,"Server Hello, Change Cipher Spec, Application Data"
Google Fi,595,5.320378,172.30.1.1,172.30.1.250,TCP,88,45902  >  443 [ACK] Seq=518 Ack=4673 Win=85504 Len=0
Google Fi,596,5.327203,172.30.1.1,172.30.1.250,TLSv1.3,152,"Change Cipher Spec, Application Data"
Google Fi,597,5.327309,172.30.1.250,172.30.1.1,TCP,88,443  >  45902 [ACK] Seq=4673 Ack=582 Win=524032 Len=0
Google Fi,598,5.328574,172.30.1.1,172.30.1.250,TLSv1.3,400,Application Data
Google Fi,599,5.328636,172.30.1.250,172.30.1.1,TCP,88,443  >  45902 [ACK] Seq=4673 Ack=894 Win=523776 Len=0
Google,600,5.342035,172.30.1.250,172.30.1.1,TLSv1.2,1656,"Application Data, Application Data"
Google,601,5.342128,172.30.1.1,172.30.1.250,TCP,88,52716  >  443 [ACK] Seq=11040 Ack=6572 Win=102400 Len=0
Google,602,5.342824,172.30.1.250,172.30.1.1,TLSv1.2,184,Application Data
Google,603,5.342871,172.30.1.1,172.30.1.250,TCP,88,52716  >  443 [ACK] Seq=11040 Ack=6669 Win=102400 Len=0
Google,604,5.343479,172.30.1.1,172.30.1.250,TLSv1.2,132,Application Data
Google,605,5.343523,172.30.1.250,172.30.1.1,TCP,88,443  >  52716 [ACK] Seq=6669 Ack=11086 Win=524032 Len=0
Google Fi,606,5.3589,172.30.1.250,172.30.1.1,TLSv1.3,2028,"Application Data, Application Data"
Google Fi,607,5.358998,172.30.1.1,172.30.1.250,TCP,88,45902  >  443 [ACK] Seq=894 Ack=6613 Win=94976 Len=0
Google,608,5.359219,172.30.1.1,172.30.1.250,TLSv1.2,132,Application Data
Google,609,5.359357,172.30.1.250,172.30.1.1,TCP,88,443  >  52716 [ACK] Seq=6669 Ack=11132 Win=524032 Len=0
Google Fi,610,5.359435,172.30.1.250,172.30.1.1,TLSv1.3,1576,"Application Data, Application Data, Application Data"
Google Fi,611,5.359496,172.30.1.1,172.30.1.250,TCP,88,45902  >  443 [ACK] Seq=894 Ack=8103 Win=114944 Len=0
Google,612,5.3598,172.30.1.1,172.30.1.250,TLSv1.2,120,Encrypted Alert
Google,613,5.359897,172.30.1.250,172.30.1.1,TCP,88,443  >  52716 [ACK] Seq=6669 Ack=11163 Win=524032 Len=0
Google,614,5.360536,172.30.1.1,172.30.1.250,TCP,88,"52716  >  443 [FIN, ACK] Seq=11163 Ack=6669 Win=102400 Len=0"
Google,615,5.360571,172.30.1.250,172.30.1.1,TCP,88,443  >  52716 [ACK] Seq=6669 Ack=11164 Win=524032 Len=0
Google,616,5.371601,172.30.1.250,172.30.1.1,TCP,88,"443  >  52716 [FIN, ACK] Seq=6669 Ack=11164 Win=524288 Len=0"
Google Fi,617,5.406413,172.30.1.1,172.30.1.250,DNS,108,Standard query 0xd54b A dns.google.com
Phone,618,5.411102,172.30.1.1,172.30.1.250,DNS,132,Standard query 0xbfb4 A dialercallinfolookup-pa.googleapis.com
Google Fi,619,5.41434,172.30.1.1,172.30.1.250,DNS,140,Standard query response 0xd54b A dns.google.com A 8.8.4.4 A 8.8.8.8
Google Fi,620,5.416155,172.30.1.1,172.30.1.250,TCP,108,55518  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=3116795443 TSecr=0 WS=256
Phone,621,5.419791,172.30.1.1,172.30.1.250,DNS,388,Standard query response 0xbfb4 A dialercallinfolookup-pa.googleapis.com A 142.250.65.234 A 142.250.65.170 A 142.250.176.202 A 142.251.35.170 A 142.251.41.10 A 142.250.80.74 A 142.251.40.202 A 142.250.81.234 A 142.251.40.138 A 142.251.40.234 A 142.250.80.106 A 142.250.65.202 A 142.251.32.106 A 142.251.40.170 A 142.251.40.106 A 172.217.165.138
Phone,622,5.425583,172.30.1.1,172.30.1.250,UDP,1324,49920  >  443 Len=1250
Phone,623,5.427183,172.30.1.1,172.30.1.250,TCP,108,53284  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=1808807415 TSecr=0 WS=256
Google Fi,624,5.430249,172.30.1.250,172.30.1.1,TCP,96,"443  >  55518 [SYN, ACK] Seq=0 Ack=1 Win=2048 Len=0 MSS=9960 WS=256"
Google Fi,625,5.430357,172.30.1.1,172.30.1.250,TCP,88,55518  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Google Fi,626,5.430866,172.30.1.1,172.30.1.250,TLSv1.2,268,Client Hello
Google Fi,627,5.430998,172.30.1.250,172.30.1.1,TCP,88,443  >  55518 [ACK] Seq=1 Ack=181 Win=524032 Len=0
Phone,628,5.439233,172.30.1.1,172.30.1.250,TCP,108,53288  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=1808807428 TSecr=0 WS=256
Phone,629,5.439898,172.30.1.250,172.30.1.1,TCP,96,"443  >  53284 [SYN, ACK] Seq=0 Ack=1 Win=2048 Len=0 MSS=9960 WS=256"
Phone,630,5.439981,172.30.1.1,172.30.1.250,TCP,88,53284  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Phone,631,5.440842,172.30.1.1,172.30.1.250,TLSv1.3,604,Client Hello
Phone,632,5.44101,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=1 Ack=518 Win=523520 Len=0
Google Fi,633,5.449379,172.30.1.250,172.30.1.1,TLSv1.2,4832,"Server Hello, Certificate, Server Key Exchange, Server Hello Done"
Google Fi,634,5.449608,172.30.1.1,172.30.1.250,TCP,88,55518  >  443 [ACK] Seq=181 Ack=4745 Win=85504 Len=0
Phone,635,5.45157,172.30.1.250,172.30.1.1,TCP,96,"443  >  53288 [SYN, ACK] Seq=0 Ack=1 Win=2048 Len=0 MSS=9960 WS=256"
Phone,636,5.451681,172.30.1.1,172.30.1.250,TCP,88,53288  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Phone,637,5.452612,172.30.1.1,172.30.1.250,TLSv1.3,604,Client Hello
Phone,638,5.452755,172.30.1.250,172.30.1.1,TCP,88,443  >  53288 [ACK] Seq=1 Ack=518 Win=523520 Len=0
Phone,639,5.458263,172.30.1.250,172.30.1.1,TLSv1.3,4908,"Server Hello, Change Cipher Spec, Application Data"
Phone,640,5.45843,172.30.1.1,172.30.1.250,TCP,88,53284  >  443 [ACK] Seq=518 Ack=4820 Win=85504 Len=0
Google Fi,641,5.467056,172.30.1.1,172.30.1.250,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
Google Fi,642,5.467224,172.30.1.250,172.30.1.1,TCP,88,443  >  55518 [ACK] Seq=4745 Ack=274 Win=524032 Len=0
Google Fi,643,5.467385,172.30.1.1,172.30.1.250,TLSv1.2,320,Application Data
Google Fi,644,5.467442,172.30.1.250,172.30.1.1,TCP,88,443  >  55518 [ACK] Seq=4745 Ack=508 Win=523776 Len=0
Phone,645,5.468827,172.30.1.1,172.30.1.250,TLSv1.3,160,"Change Cipher Spec, Application Data"
Phone,646,5.468877,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=4820 Ack=592 Win=524032 Len=0
Phone,647,5.46906,172.30.1.1,172.30.1.250,TLSv1.3,184,Application Data
Phone,648,5.469091,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=4820 Ack=690 Win=524032 Len=0
Phone,649,5.469189,172.30.1.1,172.30.1.250,TCP,88,"53288  >  443 [FIN, ACK] Seq=518 Ack=1 Win=65536 Len=0"
Phone,650,5.469228,172.30.1.250,172.30.1.1,TCP,88,443  >  53288 [ACK] Seq=1 Ack=519 Win=524032 Len=0
Phone,651,5.469419,172.30.1.1,172.30.1.250,TLSv1.3,804,Application Data
Phone,652,5.469434,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=4820 Ack=1405 Win=523264 Len=0
Phone,653,5.47001,172.30.1.1,172.30.1.250,TLSv1.3,192,Application Data
Phone,654,5.470024,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=4820 Ack=1508 Win=523264 Len=0
Phone,655,5.470096,172.30.1.1,172.30.1.250,TLSv1.3,148,Application Data
Phone,656,5.470107,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=4820 Ack=1569 Win=523008 Len=0
Phone,657,5.470207,172.30.1.1,172.30.1.250,TLSv1.3,148,Application Data
Phone,658,5.470219,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=4820 Ack=1630 Win=523008 Len=0
Phone,659,5.470273,172.30.1.1,172.30.1.250,TLSv1.3,120,Application Data
Phone,660,5.470283,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=4820 Ack=1661 Win=523008 Len=0
Phone,661,5.470303,172.30.1.1,172.30.1.250,TLSv1.3,120,Application Data
Phone,662,5.47031,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=4820 Ack=1692 Win=523008 Len=0
Phone,663,5.471658,172.30.1.250,172.30.1.1,TLSv1.3,2888,"Server Hello, Change Cipher Spec"
Phone,664,5.471808,172.30.1.1,172.30.1.250,TCP,88,53288  >  443 [RST] Seq=519 Win=0 Len=0
Phone,665,5.471847,172.30.1.250,172.30.1.1,TCP,88,"443  >  53288 [RST, ACK] Seq=2801 Ack=519 Win=65280 Len=0"
Phone,666,5.482869,172.30.1.250,172.30.1.1,TLSv1.3,1024,"Application Data, Application Data, Application Data"
Phone,667,5.482956,172.30.1.1,172.30.1.250,TCP,88,53284  >  443 [ACK] Seq=1692 Ack=5755 Win=95232 Len=0
Google Fi,668,5.482967,172.30.1.250,172.30.1.1,TLSv1.2,384,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
Google Fi,669,5.483016,172.30.1.1,172.30.1.250,TCP,88,55518  >  443 [ACK] Seq=508 Ack=5040 Win=94976 Len=0
Phone,670,5.484073,172.30.1.1,172.30.1.250,TLSv1.3,120,Application Data
Phone,671,5.484157,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=5755 Ack=1723 Win=523008 Len=0
Google Fi,672,5.49129,172.30.1.250,172.30.1.1,TLSv1.2,1052,"Application Data, Application Data"
Google Fi,673,5.491371,172.30.1.1,172.30.1.250,TCP,88,55518  >  443 [ACK] Seq=508 Ack=6003 Win=104448 Len=0
Google Fi,674,5.50106,172.30.1.1,172.30.1.250,TCP,108,60932  >  1849 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=1733319096 TSecr=0 WS=256
Google Fi,675,5.51368,172.30.1.250,172.30.1.1,TCP,96,"1849  >  60932 [SYN, ACK] Seq=0 Ack=1 Win=2048 Len=0 MSS=9960 WS=256"
Google Fi,676,5.51399,172.30.1.1,172.30.1.250,TCP,88,60932  >  1849 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Google Fi,677,5.51424,172.30.1.1,172.30.1.250,TLSv1.2,248,Client Hello
Google Fi,678,5.514381,172.30.1.250,172.30.1.1,TCP,88,1849  >  60932 [ACK] Seq=1 Ack=162 Win=524032 Len=0
Google Fi,679,5.526387,172.30.1.250,172.30.1.1,TLSv1.2,1100,Server Hello
Google Fi,680,5.526511,172.30.1.1,172.30.1.250,TCP,88,60932  >  1849 [ACK] Seq=162 Ack=1013 Win=67584 Len=0
Google Fi,681,5.530693,172.30.1.250,172.30.1.1,TLSv1.2,764,"Certificate, Server Key Exchange, Server Hello Done"
Google Fi,682,5.530881,172.30.1.1,172.30.1.250,TCP,88,60932  >  1849 [ACK] Seq=162 Ack=1688 Win=69632 Len=0
Google Fi,683,5.537994,172.30.1.1,172.30.1.250,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
Google Fi,684,5.538167,172.30.1.250,172.30.1.1,TCP,88,1849  >  60932 [ACK] Seq=1688 Ack=255 Win=524032 Len=0
Google Fi,685,5.552105,172.30.1.250,172.30.1.1,TLSv1.2,140,"Change Cipher Spec, Encrypted Handshake Message"
Google Fi,686,5.552199,172.30.1.1,172.30.1.250,TCP,88,60932  >  1849 [ACK] Seq=255 Ack=1739 Win=69632 Len=0
Google Fi,687,5.554207,172.30.1.1,172.30.1.250,TLSv1.2,120,Application Data
Google Fi,688,5.554272,172.30.1.250,172.30.1.1,TCP,88,1849  >  60932 [ACK] Seq=1739 Ack=288 Win=524032 Len=0
Google Fi,689,5.566629,172.30.1.250,172.30.1.1,TLSv1.2,184,"Application Data, Application Data"
Google Fi,690,5.56675,172.30.1.1,172.30.1.250,TCP,88,60932  >  1849 [ACK] Seq=288 Ack=1834 Win=69632 Len=0
Phone,691,5.566767,172.30.1.250,172.30.1.1,TLSv1.3,464,"Application Data, Application Data, Application Data"
Phone,692,5.566831,172.30.1.1,172.30.1.250,TCP,88,53284  >  443 [ACK] Seq=1723 Ack=6133 Win=104960 Len=0
Phone,693,5.568935,172.30.1.1,172.30.1.250,TLSv1.3,128,Application Data
Phone,694,5.569039,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=6133 Ack=1762 Win=524032 Len=0
Google Fi,695,5.582264,172.30.1.1,172.30.1.250,TCP,108,45922  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=3464577350 TSecr=0 WS=256
Google Fi,696,5.595436,172.30.1.250,172.30.1.1,TCP,96,"443  >  45922 [SYN, ACK] Seq=0 Ack=1 Win=2048 Len=0 MSS=9960 WS=256"
Google Fi,697,5.595681,172.30.1.1,172.30.1.250,TCP,88,45922  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Google Fi,698,5.597004,172.30.1.1,172.30.1.250,TLSv1.3,604,Client Hello
Google Fi,699,5.597209,172.30.1.250,172.30.1.1,TCP,88,443  >  45922 [ACK] Seq=1 Ack=518 Win=523520 Len=0
Phone,700,5.610417,172.30.1.250,172.30.1.1,TLSv1.3,248,"Application Data, Application Data, Application Data"
Phone,701,5.612593,172.30.1.1,172.30.1.250,TLSv1.3,128,Application Data
Phone,702,5.612648,172.30.1.250,172.30.1.1,TCP,88,443  >  53284 [ACK] Seq=6292 Ack=1801 Win=524032 Len=0
Google Fi,703,5.620424,172.30.1.250,172.30.1.1,TLSv1.3,4760,"Server Hello, Change Cipher Spec, Application Data"
Google Fi,704,5.620623,172.30.1.1,172.30.1.250,TCP,88,45922  >  443 [ACK] Seq=518 Ack=4674 Win=85504 Len=0
Google Fi,705,5.627829,172.30.1.1,172.30.1.250,TLSv1.3,152,"Change Cipher Spec, Application Data"
Google Fi,706,5.627973,172.30.1.250,172.30.1.1,TCP,88,443  >  45922 [ACK] Seq=4674 Ack=582 Win=524032 Len=0
Google Fi,707,5.628983,172.30.1.1,172.30.1.250,TLSv1.3,1636,Application Data
Google Fi,708,5.629064,172.30.1.250,172.30.1.1,TCP,88,443  >  45922 [ACK] Seq=4674 Ack=2129 Win=522496 Len=0
Google,709,5.638516,172.30.1.1,172.30.1.250,UDP,1324,47279  >  443 Len=1250
Phone,710,5.727456,172.30.1.1,172.30.1.250,UDP,1324,49920  >  443 Len=1250
Google Fi,711,6.044445,172.30.1.250,172.30.1.1,TLSv1.3,3656,"Application Data, Application Data, Application Data, Application Data, Application Data"
Google Fi,712,6.045133,172.30.1.1,172.30.1.250,TCP,88,45922  >  443 [ACK] Seq=2129 Ack=8244 Win=105472 Len=0
Google Fi,713,6.058884,172.30.1.1,172.30.1.250,TLSv1.2,652,Application Data
Google Fi,714,6.05905,172.30.1.250,172.30.1.1,TCP,88,1849  >  60932 [ACK] Seq=1834 Ack=854 Win=523520 Len=0
Google Fi,715,6.072183,172.30.1.250,172.30.1.1,TLSv1.2,120,Application Data
Google Fi,716,6.072391,172.30.1.1,172.30.1.250,TCP,88,60932  >  1849 [ACK] Seq=854 Ack=1865 Win=69632 Len=0
Google Fi,717,6.072427,172.30.1.250,172.30.1.1,TLSv1.2,256,Application Data
Google Fi,718,6.072514,172.30.1.1,172.30.1.250,TCP,88,60932  >  1849 [ACK] Seq=854 Ack=2035 Win=71680 Len=0
Google Fi,719,6.082386,172.30.1.1,172.30.1.250,TLSv1.2,120,Encrypted Alert
Google Fi,720,6.082598,172.30.1.250,172.30.1.1,TCP,88,1849  >  60932 [ACK] Seq=2035 Ack=885 Win=524032 Len=0
Google Fi,721,6.083315,172.30.1.1,172.30.1.250,TCP,88,"60932  >  1849 [FIN, ACK] Seq=885 Ack=2035 Win=71680 Len=0"
Google Fi,722,6.083417,172.30.1.250,172.30.1.1,TCP,88,1849  >  60932 [ACK] Seq=2035 Ack=886 Win=524032 Len=0
Google Fi,723,6.096259,172.30.1.250,172.30.1.1,TLSv1.2,120,Encrypted Alert
Google Fi,724,6.096603,172.30.1.1,172.30.1.250,TCP,88,60932  >  1849 [RST] Seq=886 Win=0 Len=0
Google Fi,725,6.096673,172.30.1.250,172.30.1.1,TCP,88,"1849  >  60932 [RST, ACK] Seq=2066 Ack=886 Win=65280 Len=0"
Phone,739,6.333077,172.30.1.1,172.30.1.250,UDP,1324,49920  >  443 Len=1250
Google,784,6.630732,172.30.1.1,172.30.1.250,UDP,1324,47279  >  443 Len=1250
Phone,851,7.542848,172.30.1.1,172.30.1.250,UDP,1324,49920  >  443 Len=1250
Phone,852,9.434696,172.30.1.1,172.30.1.250,UDP,1324,49920  >  443 Len=1250
WhatsApp,853,14.386578,172.30.1.250,172.30.1.1,TCP,88,"5222  >  55120 [RST, ACK] Seq=393 Ack=528 Win=65280 Len=0"
Google,854,14.386908,172.30.1.250,172.30.1.1,TCP,88,"443  >  49000 [RST, ACK] Seq=542454 Ack=1167 Win=65280 Len=0"
Google Fi,855,14.387054,172.30.1.250,172.30.1.1,TCP,88,"443  >  55518 [RST, ACK] Seq=6003 Ack=508 Win=65280 Len=0"
Messenger,856,14.391,172.30.1.250,172.30.1.1,TCP,88,"443  >  42524 [RST, ACK] Seq=2224 Ack=2860 Win=65280 Len=0"
Messenger,857,14.391229,172.30.1.250,172.30.1.1,TCP,88,"5222  >  52758 [RST, ACK] Seq=248 Ack=1812 Win=65280 Len=0"
Google Fi,860,14.391525,172.30.1.250,172.30.1.1,TCP,88,"443  >  45902 [RST, ACK] Seq=8103 Ack=894 Win=65280 Len=0"
Google Fi,861,14.391592,172.30.1.250,172.30.1.1,TCP,88,"443  >  45922 [RST, ACK] Seq=8244 Ack=2129 Win=65280 Len=0"
Phone,865,14.391911,172.30.1.250,172.30.1.1,TCP,88,"443  >  53284 [RST, ACK] Seq=6292 Ack=1801 Win=65280 Len=0"
Messenger,867,14.41822,172.30.1.1,172.30.1.250,TCP,108,33368  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=1305756471 TSecr=0 WS=256
Messenger,868,14.419091,172.30.1.250,172.30.1.1,TCP,88,"443  >  33368 [RST, ACK] Seq=1 Ack=2527961502 Win=65280 Len=0"
WhatsApp,869,14.419823,172.30.1.1,172.30.1.250,TCP,108,42844  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=1865121124 TSecr=0 WS=256
WhatsApp,870,14.420626,172.30.1.250,172.30.1.1,TCP,88,"[TCP ACKed unseen segment] 443  >  42844 [RST, ACK] Seq=1 Ack=1433278692 Win=65280 Len=0"
Messenger,871,14.428498,172.30.1.1,172.30.1.250,TCP,108,[TCP Retransmission] 33368  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=1305756483 TSecr=0 WS=256
Messenger,872,14.429628,172.30.1.250,172.30.1.1,TCP,88,"443  >  33368 [RST, ACK] Seq=1 Ack=2527961502 Win=65280 Len=0"
