App name,No.,Time,Source,Destination,Protocol,Length,Info
WhatsApp,1,0,172.30.1.1,172.30.1.250,DNS,108,Standard query 0xa1fc A g.whatsapp.net
WhatsApp,2,0.066455,172.30.1.250,172.30.1.1,DNS,148,Standard query response 0xa1fc A g.whatsapp.net CNAME chat.cdn.whatsapp.net A 157.240.241.61
WhatsApp,3,0.090709,172.30.1.1,172.30.1.250,TCP,108,40344  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=2072579699 TSecr=0 WS=512
WhatsApp,4,0.121591,172.30.1.250,172.30.1.1,TCP,96,"443  >  40344 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
WhatsApp,5,0.121794,172.30.1.1,172.30.1.250,TCP,88,40344  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
WhatsApp,6,0.129773,172.30.1.1,172.30.1.250,TCP,92,"40344  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 [TCP segment of a reassembled PDU]"
WhatsApp,7,0.130003,172.30.1.250,172.30.1.1,TCP,88,443  >  40344 [ACK] Seq=1 Ack=5 Win=2096640 Len=0
WhatsApp,8,0.130061,172.30.1.1,172.30.1.250,SSL,100,Continuation Data
WhatsApp,9,0.1301,172.30.1.250,172.30.1.1,TCP,88,443  >  40344 [ACK] Seq=1 Ack=16 Win=2096640 Len=0
WhatsApp,10,0.133848,172.30.1.1,172.30.1.250,TCP,92,"40344  >  443 [PSH, ACK] Seq=16 Ack=1 Win=65536 Len=3 [TCP segment of a reassembled PDU]"
WhatsApp,11,0.134018,172.30.1.250,172.30.1.1,TCP,88,443  >  40344 [ACK] Seq=1 Ack=19 Win=2096640 Len=0
WhatsApp,12,0.135796,172.30.1.1,172.30.1.250,SSL,352,Continuation Data
WhatsApp,13,0.135974,172.30.1.250,172.30.1.1,TCP,88,443  >  40344 [ACK] Seq=1 Ack=284 Win=2096640 Len=0
WhatsApp,14,0.207503,172.30.1.250,172.30.1.1,SSL,268,Continuation Data
WhatsApp,15,0.207765,172.30.1.1,172.30.1.250,TCP,88,40344  >  443 [ACK] Seq=284 Ack=182 Win=67072 Len=0
Facebook,16,0.294303,172.30.1.1,172.30.1.250,DNS,116,Standard query 0x6a25 A edge-mqtt.facebook.com
WhatsApp,17,0.310318,172.30.1.1,172.30.1.250,TCP,92,"40344  >  443 [PSH, ACK] Seq=284 Ack=182 Win=67072 Len=3 [TCP segment of a reassembled PDU]"
WhatsApp,18,0.310658,172.30.1.250,172.30.1.1,TCP,88,443  >  40344 [ACK] Seq=182 Ack=287 Win=2096640 Len=0
WhatsApp,19,0.310746,172.30.1.1,172.30.1.250,SSL,296,Continuation Data
WhatsApp,20,0.310816,172.30.1.250,172.30.1.1,TCP,88,443  >  40344 [ACK] Seq=182 Ack=496 Win=2096640 Len=0
WhatsApp,21,0.32235,172.30.1.250,172.30.1.1,SSL,132,Continuation Data
WhatsApp,22,0.322471,172.30.1.1,172.30.1.250,TCP,88,40344  >  443 [ACK] Seq=496 Ack=228 Win=67072 Len=0
Facebook,23,0.324624,172.30.1.1,172.30.1.250,TCP,108,57280  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=3153467464 TSecr=0 WS=512
Facebook,24,0.335684,172.30.1.250,172.30.1.1,DNS,156,Standard query response 0x6a25 A edge-mqtt.facebook.com CNAME mqtt.c10r.facebook.com A 157.240.241.20
Messenger,25,0.346322,172.30.1.1,172.30.1.250,TCP,108,57284  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=3153467485 TSecr=0 WS=512
Facebook,26,0.349828,172.30.1.250,172.30.1.1,TCP,96,"443  >  57280 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Facebook,27,0.349921,172.30.1.1,172.30.1.250,TCP,88,57280  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Facebook,28,0.356087,172.30.1.1,172.30.1.250,TLSv1.3,604,Client Hello
