App name,No.,Time,Source,Destination,Protocol,Length,Info
Pandora,1,0,172.30.1.1,172.30.1.250,DNS,112,Standard query 0x7e2c A stats.pandora.com
Pandora,2,0.153792,172.30.1.250,172.30.1.1,DNS,224,Standard query response 0x7e2c A stats.pandora.com A 199.116.164.66 A 199.116.164.68 A 199.116.164.69 A 208.85.40.144 A 208.85.40.145 A 208.85.40.146 A 208.85.40.147
Pandora,3,0.155778,172.30.1.1,172.30.1.250,TCP,108,38408  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=3849393915 TSecr=0 WS=512
Pandora,4,0.193797,172.30.1.250,172.30.1.1,TCP,96,"443  >  38408 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Pandora,5,0.193925,172.30.1.1,172.30.1.250,TCP,88,38408  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Pandora,6,0.195,172.30.1.1,172.30.1.250,TLSv1.2,604,Client Hello
Pandora,7,0.195182,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=1 Ack=518 Win=2096128 Len=0
Pandora,8,0.301207,172.30.1.250,172.30.1.1,TLSv1.2,1392,Server Hello
Pandora,9,0.301627,172.30.1.1,172.30.1.250,TCP,88,38408  >  443 [ACK] Seq=518 Ack=1307 Win=85504 Len=0
Pandora,10,0.301717,172.30.1.250,172.30.1.1,TLSv1.2,1724,"Certificate, Server Hello Done"
Pandora,11,0.30198,172.30.1.1,172.30.1.250,TCP,88,38408  >  443 [ACK] Seq=518 Ack=2945 Win=89088 Len=0
Pandora,12,0.308238,172.30.1.1,172.30.1.250,TLSv1.2,428,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
Pandora,13,0.308576,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=2945 Ack=860 Win=2096640 Len=0
Pandora,14,0.368105,172.30.1.250,172.30.1.1,TLSv1.2,164,"Change Cipher Spec, Encrypted Handshake Message"
Pandora,15,0.377651,172.30.1.1,172.30.1.250,TLSv1.2,492,Application Data
Pandora,16,0.378239,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=3020 Ack=1265 Win=2096640 Len=0
Pandora,17,0.378749,172.30.1.1,172.30.1.250,TLSv1.2,8332,Application Data
Pandora,18,0.379172,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=3020 Ack=9510 Win=2088448 Len=0
Pandora,19,0.37956,172.30.1.1,172.30.1.250,TLSv1.2,8332,Application Data
Pandora,20,0.379793,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=3020 Ack=17755 Win=2080256 Len=0
Pandora,21,0.380407,172.30.1.1,172.30.1.250,TLSv1.2,8332,Application Data
Pandora,22,0.380476,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=3020 Ack=26000 Win=2071552 Len=0
Pandora,23,0.382408,172.30.1.1,172.30.1.250,TLSv1.2,8332,Application Data
Pandora,24,0.382479,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=3020 Ack=34245 Win=2063360 Len=0
Pandora,25,0.382704,172.30.1.1,172.30.1.250,TLSv1.2,8332,Application Data
Pandora,26,0.38276,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=3020 Ack=42490 Win=2055168 Len=0
Pandora,27,0.382963,172.30.1.1,172.30.1.250,TLSv1.2,8332,Application Data
Pandora,28,0.383019,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=3020 Ack=50735 Win=2046976 Len=0
Pandora,29,0.383251,172.30.1.1,172.30.1.250,TLSv1.2,8316,Application Data
Pandora,30,0.383304,172.30.1.250,172.30.1.1,TCP,88,443  >  38408 [ACK] Seq=3020 Ack=58964 Win=2038784 Len=0
WhatsApp,31,0.393108,172.30.1.1,172.30.1.250,TCP,108,40786  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM=1 TSval=2088819769 TSecr=0 WS=512
WhatsApp,32,0.572731,172.30.1.250,172.30.1.1,TCP,96,"443  >  40786 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
WhatsApp,33,0.573089,172.30.1.1,172.30.1.250,TCP,88,40786  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
WhatsApp,34,0.577876,172.30.1.1,172.30.1.250,TCP,92,"40786  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 [TCP segment of a reassembled PDU]"
WhatsApp,35,0.578372,172.30.1.250,172.30.1.1,TCP,88,443  >  40786 [ACK] Seq=1 Ack=5 Win=2096640 Len=0
WhatsApp,36,0.57855,172.30.1.1,172.30.1.250,SSL,100,Continuation Data
WhatsApp,37,0.578803,172.30.1.250,172.30.1.1,TCP,88,443  >  40786 [ACK] Seq=1 Ack=16 Win=2096640 Len=0
WhatsApp,38,0.590166,172.30.1.1,172.30.1.250,TCP,92,"40786  >  443 [PSH, ACK] Seq=16 Ack=1 Win=65536 Len=3 [TCP segment of a reassembled PDU]"
WhatsApp,39,0.590424,172.30.1.250,172.30.1.1,TCP,88,443  >  40786 [ACK] Seq=1 Ack=19 Win=2096640 Len=0
WhatsApp,40,0.590791,172.30.1.1,172.30.1.250,SSL,364,Continuation Data
WhatsApp,41,0.590965,172.30.1.250,172.30.1.1,TCP,88,443  >  40786 [ACK] Seq=1 Ack=297 Win=2096640 Len=0
Pandora,42,0.7952,172.30.1.250,172.30.1.1,TLSv1.2,652,Application Data
WhatsApp,43,0.799735,172.30.1.250,172.30.1.1,SSL,244,Continuation Data
WhatsApp,44,0.800149,172.30.1.1,172.30.1.250,TCP,88,40786  >  443 [ACK] Seq=297 Ack=159 Win=67072 Len=0
WhatsApp,45,0.814952,172.30.1.1,172.30.1.250,TCP,92,"40786  >  443 [PSH, ACK] Seq=297 Ack=159 Win=67072 Len=3 [TCP segment of a reassembled PDU]"
WhatsApp,46,0.815204,172.30.1.250,172.30.1.1,TCP,88,443  >  40786 [ACK] Seq=159 Ack=300 Win=2096640 Len=0
WhatsApp,47,0.815303,172.30.1.1,172.30.1.250,SSL,268,Continuation Data
WhatsApp,48,0.815373,172.30.1.250,172.30.1.1,TCP,88,443  >  40786 [ACK] Seq=159 Ack=481 Win=2096640 Len=0
WhatsApp,49,0.815478,172.30.1.1,172.30.1.250,TCP,92,"40786  >  443 [PSH, ACK] Seq=481 Ack=159 Win=67072 Len=3 [TCP segment of a reassembled PDU]"
WhatsApp,50,0.815493,172.30.1.250,172.30.1.1,TCP,88,443  >  40786 [ACK] Seq=159 Ack=484 Win=2096640 Len=0
WhatsApp,51,0.815538,172.30.1.1,172.30.1.250,SSL,124,Continuation Data
